stock_code,base_mae,base_mape,adapt_mae,adapt_mape,num_points,start_date,end_date
833523,0.8652253746986389,2.8066601753234863,0.8652253746986389,2.8066601753234863,50,2025-07-21,2025-10-21
002413,0.11487296968698502,1.876749873161316,0.11487296968698502,1.876749873161316,27,2025-07-21,2025-10-21
000670,0.22536635398864746,2.6113641262054443,0.22536635398864746,2.6113641262054443,52,2025-07-21,2025-10-21
300818,0.6646249294281006,2.495769500732422,0.6646249294281006,2.495769500732422,59,2025-07-21,2025-10-21
300558,1.7652825117111206,2.6299471855163574,1.7652825117111206,2.6299471855163574,61,2025-07-21,2025-10-21
300374,0.3216852843761444,1.778351902961731,0.3216852843761444,1.778351902961731,27,2025-07-21,2025-10-21
002664,0.9399797320365906,3.3874526023864746,0.9399797320365906,3.3874526023864746,60,2025-07-21,2025-10-21
002337,0.06910809874534607,1.1721819639205933,0.06910809874534607,1.1721819639205933,27,2025-07-21,2025-10-21
605060,0.6377165913581848,2.6339662075042725,0.6377165913581848,2.6339662075042725,27,2025-07-21,2025-10-21
002202,0.3428507447242737,2.6405787467956543,0.3428507447242737,2.6405787467956543,59,2025-07-21,2025-10-21
688315,0.27587878704071045,1.7194222211837769,0.27587878704071045,1.7194222211837769,52,2025-07-21,2025-10-21
600763,0.6870015263557434,1.4795678853988647,0.6870015263557434,1.4795678853988647,27,2025-07-21,2025-10-21
000755,0.03414961323142052,0.6762585639953613,0.03414961323142052,0.6762585639953613,27,2025-07-21,2025-10-21
000725,0.041010670363903046,1.009582757949829,0.041010670363903046,1.009582757949829,27,2025-07-21,2025-10-21
002259,0.1128864735364914,2.4502885341644287,0.1128864735364914,2.4502885341644287,27,2025-07-21,2025-10-21
300331,0.3930360972881317,1.7368651628494263,0.3930360972881317,1.7368651628494263,27,2025-07-21,2025-10-21
300453,0.26448604464530945,2.6335768699645996,0.26448604464530945,2.6335768699645996,27,2025-07-21,2025-10-21
603366,0.1696474850177765,1.6495451927185059,0.1696474850177765,1.6495451927185059,61,2025-07-21,2025-10-21
688449,0.7343946099281311,1.590747356414795,0.7343946099281311,1.590747356414795,27,2025-07-21,2025-10-21
000690,0.045357611030340195,0.9632989764213562,0.045357611030340195,0.9632989764213562,52,2025-07-21,2025-10-21
688038,0.4473976492881775,2.5177388191223145,0.4473976492881775,2.5177388191223145,61,2025-07-21,2025-10-21
300155,0.08370044082403183,1.6751385927200317,0.08370044082403183,1.6751385927200317,61,2025-07-21,2025-10-21
838402,0.39498987793922424,3.197840690612793,0.39498987793922424,3.197840690612793,35,2025-07-21,2025-10-21
605055,0.15162169933319092,2.010471820831299,0.15162169933319092,2.010471820831299,27,2025-07-21,2025-10-21
600740,0.07288781553506851,1.7746624946594238,0.07288781553506851,1.7746624946594238,27,2025-07-21,2025-10-21
300346,0.5605030059814453,1.6543136835098267,0.5605030059814453,1.6543136835098267,27,2025-07-21,2025-10-21
601138,2.4658448696136475,4.896103382110596,2.4658448696136475,4.896103382110596,59,2025-07-21,2025-10-21
688305,0.8386653065681458,1.3458737134933472,0.8386653065681458,1.3458737134933472,52,2025-07-21,2025-10-21
300843,2.6754252910614014,5.159500598907471,2.6754252910614014,5.159500598907471,52,2025-07-21,2025-10-21
000100,0.05696939304471016,1.2788525819778442,0.05696939304471016,1.2788525819778442,61,2025-07-21,2025-10-21
002851,2.935535192489624,3.9218671321868896,2.935535192489624,3.9218671321868896,52,2025-07-21,2025-10-21
600771,0.27525144815444946,1.2751333713531494,0.27525144815444946,1.2751333713531494,27,2025-07-21,2025-10-21
301500,0.35996586084365845,2.1201930046081543,0.35996586084365845,2.1201930046081543,59,2025-07-21,2025-10-21
300841,2.5150938034057617,3.1755447387695312,2.5150938034057617,3.1755447387695312,59,2025-07-21,2025-10-21
002815,0.5208038687705994,3.4386205673217773,0.5208038687705994,3.4386205673217773,52,2025-07-21,2025-10-21
300299,0.1472189575433731,2.0788512229919434,0.1472189575433731,2.0788512229919434,52,2025-07-21,2025-10-21
301391,2.4524805545806885,3.709429979324341,2.4524805545806885,3.709429979324341,59,2025-07-21,2025-10-21
002334,0.16701914370059967,1.78202223777771,0.16701914370059967,1.78202223777771,27,2025-07-21,2025-10-21
002250,0.24959877133369446,2.2844343185424805,0.24959877133369446,2.2844343185424805,52,2025-07-21,2025-10-21
600326,0.5318869948387146,3.660832643508911,0.5318869948387146,3.660832643508911,61,2025-07-21,2025-10-21
002286,0.15013200044631958,1.3894778490066528,0.15013200044631958,1.3894778490066528,27,2025-07-21,2025-10-21
600101,0.09466051310300827,0.9124745726585388,0.09466051310300827,0.9124745726585388,27,2025-07-21,2025-10-21
301552,0.6512008905410767,1.5691413879394531,0.6512008905410767,1.5691413879394531,59,2025-07-21,2025-10-21
688484,1.271734356880188,2.8153908252716064,1.271734356880188,2.8153908252716064,27,2025-07-21,2025-10-21
300723,2.2451536655426025,3.3517837524414062,2.2451536655426025,3.3517837524414062,60,2025-07-21,2025-10-21
000908,0.062393736094236374,1.0648431777954102,0.062393736094236374,1.0648431777954102,27,2025-07-21,2025-10-21
601636,0.12385012209415436,1.9157330989837646,0.12385012209415436,1.9157330989837646,52,2025-07-21,2025-10-21
603899,0.3791089951992035,1.2115713357925415,0.3791089951992035,1.2115713357925415,27,2025-07-21,2025-10-21
002538,0.05487823486328125,1.0336976051330566,0.05487823486328125,1.0336976051330566,61,2025-07-21,2025-10-21
600309,1.0824774503707886,1.667867660522461,1.0824774503707886,1.667867660522461,61,2025-07-21,2025-10-21
002133,0.055759068578481674,1.6368335485458374,0.055759068578481674,1.6368335485458374,60,2025-07-21,2025-10-21
605287,0.5186314582824707,2.5621187686920166,0.5186314582824707,2.5621187686920166,61,2025-07-21,2025-10-21
300972,3.30318021774292,2.1250181198120117,3.30318021774292,2.1250181198120117,27,2025-07-21,2025-10-21
688819,0.49955111742019653,1.6297247409820557,0.49955111742019653,1.6297247409820557,61,2025-07-21,2025-10-21
688646,0.4592086672782898,1.4714882373809814,0.4592086672782898,1.4714882373809814,61,2025-07-21,2025-10-21
600127,0.04916048049926758,0.6971502304077148,0.04916048049926758,0.6971502304077148,27,2025-07-21,2025-10-21
688190,2.5496809482574463,2.3479602336883545,2.5496809482574463,2.3479602336883545,59,2025-07-21,2025-10-21
300097,0.07244956493377686,1.2759836912155151,0.07244956493377686,1.2759836912155151,61,2025-07-21,2025-10-21
002051,0.09307700395584106,1.0671989917755127,0.09307700395584106,1.0671989917755127,61,2025-07-21,2025-10-21
000932,0.11204781383275986,1.950628638267517,0.11204781383275986,1.950628638267517,27,2025-07-21,2025-10-21
300413,0.5279911756515503,2.112912654876709,0.5279911756515503,2.112912654876709,27,2025-07-21,2025-10-21
